id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1353050775166058500	1353050772938739712	2021-01-24 00:13:37 Sri Lanka Standard Time	2021-01-24	00:13:37	+0530	2320465860	boo_titanium	Ťįțæňîųm 🇱🇰		We do rapid antigen in patients so we can safely take over the patient in to ward, giving an environment of reduced risk for health care workers. yet we isolate them from the other patients until the PCR report is available as they are not equipped with personal protective wear.	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/Boo_Titanium/status/1353050775166058500	False		0			6.927079,79.861244,100km					[]				
1353035310490390528	1352435471331127296	2021-01-23 23:12:10 Sri Lanka Standard Time	2021-01-23	23:12:10	+0530	72781820	aflalfarouk	Aflal Farouk		@ravirannaneliya @NSWHealth Don't you think if we test more there will be more cases and we need more treatment centers to mitigate this why cant we let the covid infected stay at home if they have a proper facilities to isolate at home , so we can go all out with testing ?	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/AflalFarouk/status/1353035310490390528	False		0			6.927079,79.861244,100km					[{'screen_name': 'ravirannaneliya', 'name': 'Ravi Rannan-Eliya', 'id': '1326059646071660544'}, {'screen_name': 'NSWHealth', 'name': 'NSW Health', 'id': '40778270'}]				
1352762163476258816	1352762163476258816	2021-01-23 05:06:47 Sri Lanka Standard Time	2021-01-23	05:06:47	+0530	9909452	vipulananda	Vipulananda 🇱🇰		Thousands have been refused funding to self-isolate.  No wonder #Covid19 is rampant |  https://t.co/DECysjFuJg	en	[]	['https://www.theguardian.com/commentisfree/2021/jan/22/funding-self-isolate-covid-rampant']	[]	0	0	1	['covid19']	[]	https://twitter.com/vipulananda/status/1352762163476258816	False		0			6.927079,79.861244,100km					[]				
1352139572109520897	1352139572109520897	2021-01-21 11:52:50 Sri Lanka Standard Time	2021-01-21	11:52:50	+0530	121709003	newsradiolk	NewsRadio - TNLRN		A nurse attached to the Homagama Hospital has tested positive for COVID-19, while 10 persons identified as close contacts have been directed to self-isolate.  #SriLanka #lka #coronavirus #COVID19 #COVID19SL	en	[]	[]	[]	0	2	3	['srilanka', 'lka', 'coronavirus', 'covid19', 'covid19sl']	[]	https://twitter.com/newsradiolk/status/1352139572109520897	False		0			6.927079,79.861244,100km					[]				
1351779823132176390	1351779823132176390	2021-01-20 12:03:19 Sri Lanka Standard Time	2021-01-20	12:03:19	+0530	336444791	ceylontoday	Ceylon Today		State Minister @TharakaBalasur1 to self-isolate    https://t.co/JvWue8zKyT   #lka #SriLanka #COVID19SL #COVID19 #COVID19LK #Quarantine	en	[{'screen_name': 'tharakabalasur1', 'name': 'tharaka balasuriya', 'id': '1080507620979552256'}]	['https://ceylontoday.lk/news/state-minister-tharaka-balasuriya-self-isolates-after-staff-member-tests-positive']	[]	0	1	2	['lka', 'srilanka', 'covid19sl', 'covid19', 'covid19lk', 'quarantine']	[]	https://twitter.com/CeylonToday/status/1351779823132176390	False		0			6.927079,79.861244,100km					[]				
1351549745483812865	1351549745483812865	2021-01-19 20:49:04 Sri Lanka Standard Time	2021-01-19	20:49:04	+0530	1080507620979552256	tharakabalasur1	Tharaka Balasuriya		A member of my staff tested positive for Covid-19 in Kegalle. After being tested today, my results came out negative.   However in accordance with health guidelines, I will now self isolate for 14 days and also be subject to regular testing in the coming days.	en	[]	[]	[]	13	0	52	[]	[]	https://twitter.com/TharakaBalasur1/status/1351549745483812865	False		0			6.927079,79.861244,100km					[]				
1293055227793473536	1293055227793473536	2020-08-11 10:52:44 Sri Lanka Standard Time	2020-08-11	10:52:44	+0530	183156057	wmmalith63	FITGEEK	{'type': 'Point', 'coordinates': [6.9179, 79.863]}	Morning meal (කරවල , පරිප්පු , බටානා , බිත්තර සුදු මද දෙකක් ඔලිව් ඔයිල් වලින් fry කරල ) + why protein isolate (1 scoop ) @wmmalith63 @ Colombo, Sri Lanka  https://t.co/e7wwZcM2w6	und	[{'screen_name': 'wmmalith63', 'name': 'fitgeek', 'id': '183156057'}]	['https://www.instagram.com/p/CDvLTFJj0RR/?igshid=cqtgi5ji2lqx']	[]	0	0	0	[]	[]	https://twitter.com/wmmalith63/status/1293055227793473536	False		0			6.927079,79.861244,100km					[]				
1251147496031584257	1251147496031584257	2020-04-17 19:26:22 Sri Lanka Standard Time	2020-04-17	19:26:22	+0530	838785496713048064	kasunnadds	Kasun Nadeera		Don't isolate yourself, get out there and explore you will be surprised with what you find.  https://t.co/JffD8pHCWL	en	[]	[]	['https://pbs.twimg.com/media/EVz33oBU4AU49y0.jpg']	0	0	2	[]	[]	https://twitter.com/kasunnadds/status/1251147496031584257	False		1	https://pbs.twimg.com/media/EVz33oBU4AU49y0.jpg		6.927079,79.861244,100km					[]				
1239812034524516352	1239812034524516352	2020-03-17 12:43:18 Sri Lanka Standard Time	2020-03-17	12:43:18	+0530	8946662	ahamednizar	AHAMED NIZAR	{'type': 'Point', 'coordinates': [6.9179, 79.863]}	Feeling sick? Isolate yourself for the betterment of those vulnerable to the disease such as the elderly, pregnant women or children. We might not need a full lockdown if we take a few days off to take care of…  https://t.co/SPm7sQVJLV	en	[]	['https://www.instagram.com/p/B90xruRBtlL/?igshid=g35s7lhhbo6i']	[]	0	0	0	[]	[]	https://twitter.com/ahamednizar/status/1239812034524516352	False		0			6.927079,79.861244,100km					[]				
1093523409357627392	1093523409357627392	2019-02-07 20:24:32 Sri Lanka Standard Time	2019-02-07	20:24:32	+0530	1044209886895042560	pererakewin	LITTLE KIWI 🥝	{'type': 'Point', 'coordinates': [7.0, 81.0]}	Behind every wall we build to hide ourselves from the world's madness, behind every wall we build to runaway from our problems and behind every wall we build to isolate ourselves, is a…  https://t.co/5xHh5ckWho	en	[]	['https://www.instagram.com/p/BtlauszBoNb/?utm_source=ig_twitter_share&igshid=t9xs256jhpuw']	[]	0	0	0	[]	[]	https://twitter.com/PereraKewin/status/1093523409357627392	False		0			6.927079,79.861244,100km					[]				
